     Elem ID      Y Coord      Z Coord Max Principal
        1202   1.1567e+02   7.6667e+00   1.7764e-15
        1203   1.1533e+02   8.3333e+00   7.9940e+00
        1204   1.1567e+02   8.6667e+00   0.0000e+00
        1205   1.1533e+02   9.3333e+00   7.5071e+00
        1206   1.1567e+02   9.6667e+00  -2.6645e-15
        1207   1.1533e+02   1.0333e+01   1.2989e+00
        1208   1.1567e+02   1.0667e+01   5.1580e+00
        1209   1.1533e+02   1.1333e+01   7.2933e-01
        1210   1.1567e+02   1.1667e+01   7.5335e+00
        1211   1.1533e+02   1.2333e+01   1.6353e+00
        1212   1.1567e+02   1.2667e+01   9.8836e+00
        1213   1.1533e+02   1.3333e+01   3.7390e+00
        1214   1.1567e+02   1.3667e+01   1.3818e+01
        1215   1.1533e+02   1.4333e+01   9.0182e+00
        1216   1.1567e+02   1.4667e+01   2.0178e+01
        1217   1.1533e+02   1.5333e+01   2.0519e+01
        1218   1.1567e+02   1.5667e+01   2.9728e+01
        1219   1.1533e+02   1.6333e+01   3.7853e+01
        1220   1.1567e+02   1.6667e+01   4.3512e+01
        1221   1.1533e+02   1.7333e+01   6.0007e+01
        1222   1.1567e+02   1.7667e+01   6.3453e+01
        1223   1.1533e+02   1.8333e+01   8.6862e+01
        1224   1.1567e+02   1.8667e+01   9.1743e+01
        1225   1.1433e+02   1.3333e+00   4.9971e-01
        1226   1.1467e+02   1.6667e+00  -7.1054e-14
        1227   1.1433e+02   2.3333e+00   1.2602e+00
        1228   1.1467e+02   2.6667e+00  -4.2633e-14
        1229   1.1433e+02   3.3333e+00   2.1702e+00
        1230   1.1467e+02   3.6667e+00  -1.0658e-14
        1231   1.1433e+02   4.3333e+00   3.0782e+00
        1232   1.1467e+02   4.6667e+00   1.0658e-14
        1233   1.1433e+02   5.3333e+00   3.9841e+00
        1234   1.1467e+02   5.6667e+00  -1.7764e-15
        1235   1.1433e+02   6.3333e+00   4.9339e+00
        1236   1.1467e+02   6.6667e+00   0.0000e+00
        1237   1.1433e+02   7.3333e+00   5.8234e+00
        1238   1.1467e+02   7.6667e+00  -1.7764e-15
        1239   1.1433e+02   8.3333e+00   8.0680e+00
        1240   1.1467e+02   8.6667e+00   0.0000e+00
        1241   1.1433e+02   9.3333e+00   7.6788e+00
        1242   1.1467e+02   9.6667e+00  -1.7764e-15
        1243   1.1433e+02   1.0333e+01   1.1642e+00
        1244   1.1467e+02   1.0667e+01   5.1010e+00
        1245   1.1433e+02   1.1333e+01   6.3265e-01
        1246   1.1467e+02   1.1667e+01   7.3684e+00
        1247   1.1433e+02   1.2333e+01   1.5384e+00
        1248   1.1467e+02   1.2667e+01   9.6403e+00
        1249   1.1433e+02   1.3333e+01   3.5844e+00
        1250   1.1467e+02   1.3667e+01   1.3589e+01
        1251   1.1433e+02   1.4333e+01   8.8355e+00
        1252   1.1467e+02   1.4667e+01   2.0148e+01
        1253   1.1433e+02   1.5333e+01   2.0722e+01
        1254   1.1467e+02   1.5667e+01   3.0155e+01
        1255   1.1433e+02   1.6333e+01   3.8821e+01
        1256   1.1467e+02   1.6667e+01   4.4685e+01
        1257   1.1433e+02   1.7333e+01   6.1920e+01
        1258   1.1467e+02   1.7667e+01   6.5646e+01
        1259   1.1433e+02   1.8333e+01   8.9788e+01
        1260   1.1467e+02   1.8667e+01   9.5051e+01
        1261   1.1333e+02   1.3333e+00   4.8855e-01
        1262   1.1367e+02   1.6667e+00   5.5067e-14
        1263   1.1333e+02   2.3333e+00   1.2387e+00
        1264   1.1367e+02   2.6667e+00   5.3291e-15
        1265   1.1333e+02   3.3333e+00   2.1497e+00
        1266   1.1367e+02   3.6667e+00  -1.7764e-15
        1267   1.1333e+02   4.3333e+00   3.0680e+00
        1268   1.1367e+02   4.6667e+00  -8.8818e-15
        1269   1.1333e+02   5.3333e+00   3.9854e+00
        1270   1.1367e+02   5.6667e+00  -3.5527e-15
        1271   1.1333e+02   6.3333e+00   4.9521e+00
        1272   1.1367e+02   6.6667e+00  -1.7764e-15
        1273   1.1333e+02   7.3333e+00   5.8531e+00
        1274   1.1367e+02   7.6667e+00   1.7764e-15
        1275   1.1333e+02   8.3333e+00   8.1388e+00
        1276   1.1367e+02   8.6667e+00   0.0000e+00
        1277   1.1333e+02   9.3333e+00   7.8556e+00
        1278   1.1367e+02   9.6667e+00  -1.7764e-15
        1279   1.1333e+02   1.0333e+01   1.0362e+00
        1280   1.1367e+02   1.0667e+01   5.0474e+00
        1281   1.1333e+02   1.1333e+01   5.4728e-01
        1282   1.1367e+02   1.1667e+01   7.2022e+00
        1283   1.1333e+02   1.2333e+01   1.4545e+00
        1284   1.1367e+02   1.2667e+01   9.3969e+00
        1285   1.1333e+02   1.3333e+01   3.4438e+00
        1286   1.1367e+02   1.3667e+01   1.3355e+01
        1287   1.1333e+02   1.4333e+01   8.6574e+00
        1288   1.1367e+02   1.4667e+01   2.0113e+01
        1289   1.1333e+02   1.5333e+01   2.0928e+01
        1290   1.1367e+02   1.5667e+01   3.0587e+01
        1291   1.1333e+02   1.6333e+01   3.9801e+01
        1292   1.1367e+02   1.6667e+01   4.5875e+01
        1293   1.1333e+02   1.7333e+01   6.3846e+01
        1294   1.1367e+02   1.7667e+01   6.7859e+01
        1295   1.1333e+02   1.8333e+01   9.2719e+01
        1296   1.1367e+02   1.8667e+01   9.8363e+01
        1297   1.1233e+02   1.3333e+00   4.7784e-01
        1298   1.1267e+02   1.6667e+00  -4.0856e-14
        1299   1.1233e+02   2.3333e+00   1.2175e+00
        1300   1.1267e+02   2.6667e+00  -2.3093e-14
        1301   1.1233e+02   3.3333e+00   2.1288e+00
        1302   1.1267e+02   3.6667e+00   3.5527e-15
        1303   1.1233e+02   4.3333e+00   3.0575e+00
        1304   1.1267e+02   4.6667e+00   5.3291e-15
        1305   1.1233e+02   5.3333e+00   3.9865e+00
        1306   1.1267e+02   5.6667e+00  -3.5527e-15
        1307   1.1233e+02   6.3333e+00   4.9695e+00
        1308   1.1267e+02   6.6667e+00   7.1054e-15
        1309   1.1233e+02   7.3333e+00   5.8827e+00
        1310   1.1267e+02   7.6667e+00   8.8818e-15
        1311   1.1233e+02   8.3333e+00   8.2063e+00
        1312   1.1267e+02   8.6667e+00  -3.5527e-15
        1313   1.1233e+02   9.3333e+00   8.0366e+00
        1314   1.1267e+02   9.6667e+00  -5.3291e-15
        1315   1.1233e+02   1.0333e+01   9.1294e-01
        1316   1.1267e+02   1.0667e+01   4.9981e+00
        1317   1.1233e+02   1.1333e+01   4.7242e-01
        1318   1.1267e+02   1.1667e+01   7.0365e+00
        1319   1.1233e+02   1.2333e+01   1.3834e+00
        1320   1.1267e+02   1.2667e+01   9.1503e+00
        1321   1.1233e+02   1.3333e+01   3.3169e+00
        1322   1.1267e+02   1.3667e+01   1.3116e+01
        1323   1.1233e+02   1.4333e+01   8.4846e+00
        1324   1.1267e+02   1.4667e+01   2.0073e+01
        1325   1.1233e+02   1.5333e+01   2.1138e+01
        1326   1.1267e+02   1.5667e+01   3.1024e+01
        1327   1.1233e+02   1.6333e+01   4.0793e+01
        1328   1.1267e+02   1.6667e+01   4.7082e+01
        1329   1.1233e+02   1.7333e+01   6.5785e+01
        1330   1.1267e+02   1.7667e+01   7.0092e+01
        1331   1.1233e+02   1.8333e+01   9.5656e+01
        1332   1.1267e+02   1.8667e+01   1.0168e+02
        1333   1.1133e+02   1.3333e+00   4.6767e-01
        1334   1.1167e+02   1.6667e+00   5.3291e-14
        1335   1.1133e+02   2.3333e+00   1.1971e+00
        1336   1.1167e+02   2.6667e+00   5.3291e-14
        1337   1.1133e+02   3.3333e+00   2.1078e+00
        1338   1.1167e+02   3.6667e+00   0.0000e+00
        1339   1.1133e+02   4.3333e+00   3.0457e+00
        1340   1.1167e+02   4.6667e+00   3.5527e-15
        1341   1.1133e+02   5.3333e+00   3.9868e+00
        1342   1.1167e+02   5.6667e+00   0.0000e+00
        1343   1.1133e+02   6.3333e+00   4.9855e+00
        1344   1.1167e+02   6.6667e+00   1.0658e-14
        1345   1.1133e+02   7.3333e+00   5.9123e+00
        1346   1.1167e+02   7.6667e+00   1.7764e-15
        1347   1.1133e+02   8.3333e+00   8.2706e+00
        1348   1.1167e+02   8.6667e+00   0.0000e+00
        1349   1.1133e+02   9.3333e+00   8.2215e+00
        1350   1.1167e+02   9.6667e+00   0.0000e+00
        1351   1.1133e+02   1.0333e+01   7.9626e-01
        1352   1.1167e+02   1.0667e+01   4.9486e+00
        1353   1.1133e+02   1.1333e+01   4.0754e-01
        1354   1.1167e+02   1.1667e+01   6.8706e+00
        1355   1.1133e+02   1.2333e+01   1.3233e+00
        1356   1.1167e+02   1.2667e+01   8.9039e+00
        1357   1.1133e+02   1.3333e+01   3.2023e+00
        1358   1.1167e+02   1.3667e+01   1.2873e+01
        1359   1.1133e+02   1.4333e+01   8.3165e+00
        1360   1.1167e+02   1.4667e+01   2.0029e+01
        1361   1.1133e+02   1.5333e+01   2.1352e+01
        1362   1.1167e+02   1.5667e+01   3.1466e+01
        1363   1.1133e+02   1.6333e+01   4.1797e+01
        1364   1.1167e+02   1.6667e+01   4.8306e+01
        1365   1.1133e+02   1.7333e+01   6.7736e+01
        1366   1.1167e+02   1.7667e+01   7.2342e+01
        1367   1.1133e+02   1.8333e+01   9.8597e+01
        1368   1.1167e+02   1.8667e+01   1.0500e+02
        1369   1.1033e+02   1.3333e+00   4.5791e-01
        1370   1.1067e+02   1.6667e+00  -5.6843e-14
        1371   1.1033e+02   2.3333e+00   1.1772e+00
        1372   1.1067e+02   2.6667e+00   1.2434e-14
        1373   1.1033e+02   3.3333e+00   2.0869e+00
        1374   1.1067e+02   3.6667e+00   1.2434e-14
        1375   1.1033e+02   4.3333e+00   3.0342e+00
        1376   1.1067e+02   4.6667e+00   8.8818e-15
        1377   1.1033e+02   5.3333e+00   3.9868e+00
        1378   1.1067e+02   5.6667e+00   1.7764e-15
        1379   1.1033e+02   6.3333e+00   5.0002e+00
        1380   1.1067e+02   6.6667e+00   1.7764e-15
        1381   1.1033e+02   7.3333e+00   5.9420e+00
        1382   1.1067e+02   7.6667e+00   0.0000e+00
        1383   1.1033e+02   8.3333e+00   8.3315e+00
        1384   1.1067e+02   8.6667e+00   7.1054e-15
        1385   1.1033e+02   9.3333e+00   8.4091e+00
        1386   1.1067e+02   9.6667e+00  -1.7764e-15
        1387   1.1033e+02   1.0333e+01   6.8429e-01
        1388   1.1067e+02   1.0667e+01   4.9037e+00
        1389   1.1033e+02   1.1333e+01   3.5144e-01
        1390   1.1067e+02   1.1667e+01   6.7047e+00
        1391   1.1033e+02   1.2333e+01   1.2733e+00
        1392   1.1067e+02   1.2667e+01   8.6567e+00
        1393   1.1033e+02   1.3333e+01   3.0989e+00
        1394   1.1067e+02   1.3667e+01   1.2626e+01
        1395   1.1033e+02   1.4333e+01   8.1533e+00
        1396   1.1067e+02   1.4667e+01   1.9981e+01
        1397   1.1033e+02   1.5333e+01   2.1569e+01
        1398   1.1067e+02   1.5667e+01   3.1914e+01
        1399   1.1033e+02   1.6333e+01   4.2812e+01
        1400   1.1067e+02   1.6667e+01   4.9546e+01
        1401   1.1033e+02   1.7333e+01   6.9700e+01
        1402   1.1067e+02   1.7667e+01   7.4610e+01
        1403   1.1033e+02   1.8333e+01   1.0154e+02
        1404   1.1067e+02   1.8667e+01   1.0832e+02
        1405   1.0933e+02   1.3333e+00   4.4851e-01
        1406   1.0967e+02   1.6667e+00   5.8620e-14
        1407   1.0933e+02   2.3333e+00   1.1578e+00
        1408   1.0967e+02   2.6667e+00  -3.5527e-15
        1409   1.0933e+02   3.3333e+00   2.0657e+00
        1410   1.0967e+02   3.6667e+00  -1.2434e-14
        1411   1.0933e+02   4.3333e+00   3.0217e+00
        1412   1.0967e+02   4.6667e+00  -7.1054e-15
        1413   1.0933e+02   5.3333e+00   3.9860e+00
        1414   1.0967e+02   5.6667e+00   0.0000e+00
        1415   1.0933e+02   6.3333e+00   5.0145e+00
        1416   1.0967e+02   6.6667e+00  -3.5527e-15
        1417   1.0933e+02   7.3333e+00   5.9717e+00
        1418   1.0967e+02   7.6667e+00   1.7764e-15
        1419   1.0933e+02   8.3333e+00   8.3894e+00
        1420   1.0967e+02   8.6667e+00   0.0000e+00
        1421   1.0933e+02   9.3333e+00   8.6001e+00
        1422   1.0967e+02   9.6667e+00   1.7764e-15
        1423   1.0933e+02   1.0333e+01   5.7670e-01
        1424   1.0967e+02   1.0667e+01   4.8610e+00
        1425   1.0933e+02   1.1333e+01   3.0405e-01
        1426   1.0967e+02   1.1667e+01   6.5395e+00
        1427   1.0933e+02   1.2333e+01   1.2331e+00
        1428   1.0967e+02   1.2667e+01   8.4078e+00
        1429   1.0933e+02   1.3333e+01   3.0061e+00
        1430   1.0967e+02   1.3667e+01   1.2376e+01
        1431   1.0933e+02   1.4333e+01   7.9955e+00
        1432   1.0967e+02   1.4667e+01   1.9929e+01
        1433   1.0933e+02   1.5333e+01   2.1790e+01
        1434   1.0967e+02   1.5667e+01   3.2366e+01
        1435   1.0933e+02   1.6333e+01   4.3838e+01
        1436   1.0967e+02   1.6667e+01   5.0802e+01
        1437   1.0933e+02   1.7333e+01   7.1675e+01
        1438   1.0967e+02   1.7667e+01   7.6893e+01
        1439   1.0933e+02   1.8333e+01   1.0449e+02
        1440   1.0967e+02   1.8667e+01   1.1164e+02
        1441   1.0833e+02   1.3333e+00   4.3958e-01
        1442   1.0867e+02   1.6667e+00  -7.8160e-14
        1443   1.0833e+02   2.3333e+00   1.1389e+00
        1444   1.0867e+02   2.6667e+00  -4.6185e-14
        1445   1.0833e+02   3.3333e+00   2.0445e+00
        1446   1.0867e+02   3.6667e+00  -1.0658e-14
        1447   1.0833e+02   4.3333e+00   3.0086e+00
        1448   1.0867e+02   4.6667e+00  -1.5987e-14
        1449   1.0833e+02   5.3333e+00   3.9842e+00
        1450   1.0867e+02   5.6667e+00  -5.3291e-15
        1451   1.0833e+02   6.3333e+00   5.0273e+00
        1452   1.0867e+02   6.6667e+00  -5.3291e-15
        1453   1.0833e+02   7.3333e+00   6.0012e+00
        1454   1.0867e+02   7.6667e+00  -1.7764e-15
        1455   1.0833e+02   8.3333e+00   8.4445e+00
        1456   1.0867e+02   8.6667e+00   5.3291e-15
        1457   1.0833e+02   9.3333e+00   8.7926e+00
        1458   1.0867e+02   9.6667e+00   0.0000e+00
        1459   1.0833e+02   1.0333e+01   4.7464e-01
        1460   1.0867e+02   1.0667e+01   4.8187e+00
        1461   1.0833e+02   1.1333e+01   2.6427e-01
        1462   1.0867e+02   1.1667e+01   6.3747e+00
        1463   1.0833e+02   1.2333e+01   1.2010e+00
        1464   1.0867e+02   1.2667e+01   8.1611e+00
        1465   1.0833e+02   1.3333e+01   2.9225e+00
        1466   1.0867e+02   1.3667e+01   1.2122e+01
        1467   1.0833e+02   1.4333e+01   7.8424e+00
        1468   1.0867e+02   1.4667e+01   1.9873e+01
        1469   1.0833e+02   1.5333e+01   2.2016e+01
        1470   1.0867e+02   1.5667e+01   3.2824e+01
        1471   1.0833e+02   1.6333e+01   4.4875e+01
        1472   1.0867e+02   1.6667e+01   5.2073e+01
        1473   1.0833e+02   1.7333e+01   7.3661e+01
        1474   1.0867e+02   1.7667e+01   7.9191e+01
        1475   1.0833e+02   1.8333e+01   1.0745e+02
        1476   1.0867e+02   1.8667e+01   1.1496e+02
        1477   1.0733e+02   1.3333e+00   4.3094e-01
        1478   1.0767e+02   1.6667e+00  -5.5067e-14
        1479   1.0733e+02   2.3333e+00   1.1204e+00
        1480   1.0767e+02   2.6667e+00  -4.6185e-14
        1481   1.0733e+02   3.3333e+00   2.0233e+00
        1482   1.0767e+02   3.6667e+00   1.7764e-15
        1483   1.0733e+02   4.3333e+00   2.9951e+00
        1484   1.0767e+02   4.6667e+00  -5.3291e-15
        1485   1.0733e+02   5.3333e+00   3.9822e+00
        1486   1.0767e+02   5.6667e+00  -1.7764e-15
        1487   1.0733e+02   6.3333e+00   5.0394e+00
        1488   1.0767e+02   6.6667e+00   0.0000e+00
        1489   1.0733e+02   7.3333e+00   6.0303e+00
        1490   1.0767e+02   7.6667e+00  -5.3291e-15
        1491   1.0733e+02   8.3333e+00   8.4966e+00
        1492   1.0767e+02   8.6667e+00   7.1054e-15
        1493   1.0733e+02   9.3333e+00   8.9877e+00
        1494   1.0767e+02   9.6667e+00   1.7764e-15
        1495   1.0733e+02   1.0333e+01   3.7615e-01
        1496   1.0767e+02   1.0667e+01   4.7799e+00
        1497   1.0733e+02   1.1333e+01   2.3171e-01
        1498   1.0767e+02   1.1667e+01   6.2099e+00
        1499   1.0733e+02   1.2333e+01   1.1765e+00
        1500   1.0767e+02   1.2667e+01   7.9155e+00
        1501   1.0733e+02   1.3333e+01   2.8482e+00
        1502   1.0767e+02   1.3667e+01   1.1866e+01
        1503   1.0733e+02   1.4333e+01   7.6943e+00
        1504   1.0767e+02   1.4667e+01   1.9815e+01
        1505   1.0733e+02   1.5333e+01   2.2245e+01
        1506   1.0767e+02   1.5667e+01   3.3287e+01
        1507   1.0733e+02   1.6333e+01   4.5922e+01
        1508   1.0767e+02   1.6667e+01   5.3358e+01
        1509   1.0733e+02   1.7333e+01   7.5657e+01
        1510   1.0767e+02   1.7667e+01   8.1503e+01
        1511   1.0733e+02   1.8333e+01   1.1041e+02
        1512   1.0767e+02   1.8667e+01   1.1829e+02
        1513   1.0633e+02   1.3333e+00   4.2268e-01
        1514   1.0667e+02   1.6667e+00   1.3678e-13
        1515   1.0633e+02   2.3333e+00   1.1026e+00
        1516   1.0667e+02   2.6667e+00   3.0198e-14
        1517   1.0633e+02   3.3333e+00   2.0023e+00
        1518   1.0667e+02   3.6667e+00  -8.8818e-15
        1519   1.0633e+02   4.3333e+00   2.9806e+00
        1520   1.0667e+02   4.6667e+00  -1.7764e-15
        1521   1.0633e+02   5.3333e+00   3.9794e+00
        1522   1.0667e+02   5.6667e+00   3.5527e-15
        1523   1.0633e+02   6.3333e+00   5.0507e+00
        1524   1.0667e+02   6.6667e+00  -1.7764e-15
        1525   1.0633e+02   7.3333e+00   6.0598e+00
        1526   1.0667e+02   7.6667e+00  -5.3291e-15
        1527   1.0633e+02   8.3333e+00   8.5459e+00
        1528   1.0667e+02   8.6667e+00   3.5527e-15
        1529   1.0633e+02   9.3333e+00   9.1838e+00
        1530   1.0667e+02   9.6667e+00   1.7764e-15
        1531   1.0633e+02   1.0333e+01   2.8273e-01
        1532   1.0667e+02   1.0667e+01   4.7413e+00
        1533   1.0633e+02   1.1333e+01   2.0590e-01
        1534   1.0667e+02   1.1667e+01   6.0460e+00
        1535   1.0633e+02   1.2333e+01   1.1592e+00
        1536   1.0667e+02   1.2667e+01   7.6699e+00
        1537   1.0633e+02   1.3333e+01   2.7819e+00
        1538   1.0667e+02   1.3667e+01   1.1608e+01
        1539   1.0633e+02   1.4333e+01   7.5507e+00
        1540   1.0667e+02   1.4667e+01   1.9752e+01
        1541   1.0633e+02   1.5333e+01   2.2479e+01
        1542   1.0667e+02   1.5667e+01   3.3756e+01
        1543   1.0633e+02   1.6333e+01   4.6980e+01
        1544   1.0667e+02   1.6667e+01   5.4658e+01
        1545   1.0633e+02   1.7333e+01   7.7664e+01
        1546   1.0667e+02   1.7667e+01   8.3827e+01
        1547   1.0633e+02   1.8333e+01   1.1337e+02
        1548   1.0667e+02   1.8667e+01   1.2162e+02
        1549   1.0533e+02   1.3333e+00   4.1470e-01
        1550   1.0567e+02   1.6667e+00  -1.1546e-13
        1551   1.0533e+02   2.3333e+00   1.0851e+00
        1552   1.0567e+02   2.6667e+00  -8.7041e-14
        1553   1.0533e+02   3.3333e+00   1.9811e+00
        1554   1.0567e+02   3.6667e+00  -1.9540e-14
        1555   1.0533e+02   4.3333e+00   2.9660e+00
        1556   1.0567e+02   4.6667e+00  -3.0198e-14
        1557   1.0533e+02   5.3333e+00   3.9761e+00
        1558   1.0567e+02   5.6667e+00  -3.5527e-15
        1559   1.0533e+02   6.3333e+00   5.0610e+00
        1560   1.0567e+02   6.6667e+00   0.0000e+00
        1561   1.0533e+02   7.3333e+00   6.0885e+00
        1562   1.0567e+02   7.6667e+00   3.5527e-15
        1563   1.0533e+02   8.3333e+00   8.5924e+00
        1564   1.0567e+02   8.6667e+00   1.7764e-15
        1565   1.0533e+02   9.3333e+00   9.3815e+00
        1566   1.0567e+02   9.6667e+00  -3.5527e-15
        1567   1.0533e+02   1.0333e+01   1.9246e-01
        1568   1.0567e+02   1.0667e+01   4.7061e+00
        1569   1.0533e+02   1.1333e+01   1.8637e-01
        1570   1.0567e+02   1.1667e+01   5.8825e+00
        1571   1.0533e+02   1.2333e+01   1.1480e+00
        1572   1.0567e+02   1.2667e+01   7.4269e+00
        1573   1.0533e+02   1.3333e+01   2.7227e+00
        1574   1.0567e+02   1.3667e+01   1.1350e+01
        1575   1.0533e+02   1.4333e+01   7.4120e+00
        1576   1.0567e+02   1.4667e+01   1.9687e+01
        1577   1.0533e+02   1.5333e+01   2.2717e+01
        1578   1.0567e+02   1.5667e+01   3.4231e+01
        1579   1.0533e+02   1.6333e+01   4.8049e+01
        1580   1.0567e+02   1.6667e+01   5.5972e+01
        1581   1.0533e+02   1.7333e+01   7.9679e+01
        1582   1.0567e+02   1.7667e+01   8.6164e+01
        1583   1.0533e+02   1.8333e+01   1.1634e+02
        1584   1.0567e+02   1.8667e+01   1.2495e+02
        1585   1.0433e+02   1.3333e+00   4.0697e-01
        1586   1.0467e+02   1.6667e+00  -6.7502e-14
        1587   1.0433e+02   2.3333e+00   1.0680e+00
        1588   1.0467e+02   2.6667e+00   1.7764e-15
        1589   1.0433e+02   3.3333e+00   1.9599e+00
        1590   1.0467e+02   3.6667e+00   2.1316e-14
        1591   1.0433e+02   4.3333e+00   2.9504e+00
        1592   1.0467e+02   4.6667e+00  -8.8818e-15
        1593   1.0433e+02   5.3333e+00   3.9722e+00
        1594   1.0467e+02   5.6667e+00   5.3291e-15
        1595   1.0433e+02   6.3333e+00   5.0710e+00
        1596   1.0467e+02   6.6667e+00   1.7764e-15
        1597   1.0433e+02   7.3333e+00   6.1172e+00
        1598   1.0467e+02   7.6667e+00  -5.3291e-15
        1599   1.0433e+02   8.3333e+00   8.6364e+00
        1600   1.0467e+02   8.6667e+00   1.7764e-15
        1601   1.0433e+02   9.3333e+00   9.5796e+00
        1602   1.0467e+02   9.6667e+00  -5.3291e-15
        1603   1.0433e+02   1.0333e+01   1.0617e-01
        1604   1.0467e+02   1.0667e+01   4.6715e+00
        1605   1.0433e+02   1.1333e+01   1.7275e-01
        1606   1.0467e+02   1.1667e+01   5.7201e+00
        1607   1.0433e+02   1.2333e+01   1.1429e+00
        1608   1.0467e+02   1.2667e+01   7.1843e+00
        1609   1.0433e+02   1.3333e+01   2.6702e+00
        1610   1.0467e+02   1.3667e+01   1.1091e+01
        1611   1.0433e+02   1.4333e+01   7.2780e+00
        1612   1.0467e+02   1.4667e+01   1.9620e+01
        1613   1.0433e+02   1.5333e+01   2.2959e+01
        1614   1.0467e+02   1.5667e+01   3.4711e+01
        1615   1.0433e+02   1.6333e+01   4.9127e+01
        1616   1.0467e+02   1.6667e+01   5.7299e+01
        1617   1.0433e+02   1.7333e+01   8.1704e+01
        1618   1.0467e+02   1.7667e+01   8.8512e+01
        1619   1.0433e+02   1.8333e+01   1.1931e+02
        1620   1.0467e+02   1.8667e+01   1.2828e+02
        1621   1.0333e+02   1.3333e+00   3.9964e-01
        1622   1.0367e+02   1.6667e+00  -2.3093e-14
        1623   1.0333e+02   2.3333e+00   1.0515e+00
        1624   1.0367e+02   2.6667e+00   2.4869e-14
        1625   1.0333e+02   3.3333e+00   1.9391e+00
        1626   1.0367e+02   3.6667e+00   3.5527e-15
        1627   1.0333e+02   4.3333e+00   2.9352e+00
        1628   1.0367e+02   4.6667e+00   8.8818e-15
        1629   1.0333e+02   5.3333e+00   3.9679e+00
        1630   1.0367e+02   5.6667e+00   3.5527e-15
        1631   1.0333e+02   6.3333e+00   5.0793e+00
        1632   1.0367e+02   6.6667e+00   1.0658e-14
        1633   1.0333e+02   7.3333e+00   6.1451e+00
        1634   1.0367e+02   7.6667e+00  -1.4211e-14
        1635   1.0333e+02   8.3333e+00   8.6778e+00
        1636   1.0367e+02   8.6667e+00   3.5527e-15
        1637   1.0333e+02   9.3333e+00   9.7782e+00
        1638   1.0367e+02   9.6667e+00   1.7764e-15
        1639   1.0333e+02   1.0333e+01   2.3903e-02
        1640   1.0367e+02   1.0667e+01   4.6376e+00
        1641   1.0333e+02   1.1333e+01   1.6440e-01
        1642   1.0367e+02   1.1667e+01   5.5587e+00
        1643   1.0333e+02   1.2333e+01   1.1430e+00
        1644   1.0367e+02   1.2667e+01   6.9455e+00
        1645   1.0333e+02   1.3333e+01   2.6238e+00
        1646   1.0367e+02   1.3667e+01   1.0830e+01
        1647   1.0333e+02   1.4333e+01   7.1488e+00
        1648   1.0367e+02   1.4667e+01   1.9549e+01
        1649   1.0333e+02   1.5333e+01   2.3205e+01
        1650   1.0367e+02   1.5667e+01   3.5197e+01
        1651   1.0333e+02   1.6333e+01   5.0215e+01
        1652   1.0367e+02   1.6667e+01   5.8639e+01
        1653   1.0333e+02   1.7333e+01   8.3737e+01
        1654   1.0367e+02   1.7667e+01   9.0870e+01
        1655   1.0333e+02   1.8333e+01   1.2228e+02
        1656   1.0367e+02   1.8667e+01   1.3161e+02
        1657   1.0233e+02   1.3333e+00   3.9244e-01
        1658   1.0267e+02   1.6667e+00   4.6185e-14
        1659   1.0233e+02   2.3333e+00   1.0352e+00
        1660   1.0267e+02   2.6667e+00  -2.1316e-14
        1661   1.0233e+02   3.3333e+00   1.9180e+00
        1662   1.0267e+02   3.6667e+00   3.5527e-15
        1663   1.0233e+02   4.3333e+00   2.9188e+00
        1664   1.0267e+02   4.6667e+00   7.1054e-15
        1665   1.0233e+02   5.3333e+00   3.9629e+00
        1666   1.0267e+02   5.6667e+00   8.8818e-15
        1667   1.0233e+02   6.3333e+00   5.0876e+00
        1668   1.0267e+02   6.6667e+00   1.7764e-15
        1669   1.0233e+02   7.3333e+00   6.1734e+00
        1670   1.0267e+02   7.6667e+00   5.3291e-15
        1671   1.0233e+02   8.3333e+00   8.7169e+00
        1672   1.0267e+02   8.6667e+00   7.1054e-15
        1673   1.0233e+02   9.3333e+00   9.9773e+00
        1674   1.0267e+02   9.6667e+00   0.0000e+00
        1675   1.0233e+02   1.0333e+01  -3.2152e-13
        1676   1.0267e+02   1.0667e+01   4.6059e+00
        1677   1.0233e+02   1.1333e+01   1.6103e-01
        1678   1.0267e+02   1.1667e+01   5.3976e+00
        1679   1.0233e+02   1.2333e+01   1.1476e+00
        1680   1.0267e+02   1.2667e+01   6.7096e+00
        1681   1.0233e+02   1.3333e+01   2.5831e+00
        1682   1.0267e+02   1.3667e+01   1.0570e+01
        1683   1.0233e+02   1.4333e+01   7.0237e+00
        1684   1.0267e+02   1.4667e+01   1.9477e+01
        1685   1.0233e+02   1.5333e+01   2.3456e+01
        1686   1.0267e+02   1.5667e+01   3.5688e+01
        1687   1.0233e+02   1.6333e+01   5.1313e+01
        1688   1.0267e+02   1.6667e+01   5.9992e+01
        1689   1.0233e+02   1.7333e+01   8.5779e+01
        1690   1.0267e+02   1.7667e+01   9.3238e+01
        1691   1.0233e+02   1.8333e+01   1.2526e+02
        1692   1.0267e+02   1.8667e+01   1.3494e+02
        1693   1.0133e+02   1.3333e+00   3.8556e-01
        1694   1.0167e+02   1.6667e+00  -2.3448e-13
        1695   1.0133e+02   2.3333e+00   1.0195e+00
        1696   1.0167e+02   2.6667e+00  -2.4869e-14
        1697   1.0133e+02   3.3333e+00   1.8976e+00
        1698   1.0167e+02   3.6667e+00   1.7764e-14
